date,age,height_cm,body_weight_kg,training_experience_months,sleep_hours,sleep_quality,stress_level,muscle_soreness,days_since_last_training_same_muscle,last_meal_calories,last_meal_carbs_g,last_meal_protein_g,last_meal_fat_g,minutes_since_last_meal,water_before_workout_ml,caffeine_mg,exercise,weight_lifted_kg,set_number,previous_session_reps,recent_average_reps,actual_reps,performance_class,readiness_score
2025-11-11,37,177.8,103.2,120,6.9,3,1,4,6,731,93.3,32.3,25.4,35,1436,0,Bench Press,67.3,2,9,8.7,8,Normal,55.0
2025-11-12,18,183.0,80.4,84,7.1,2,4,2,1,350,45.0,51.1,5.0,292,1411,80,Squat,87.6,2,9,9.6,10,Normal,49.9
2025-11-13,24,181.8,82.6,114,8.9,5,4,5,3,441,61.7,68.4,5.0,140,980,50,Bench Press,95.8,1,8,10.8,9,Below Normal,66.2
2025-11-14,33,185.3,66.3,31,7.6,3,4,4,5,961,136.4,37.7,29.4,193,1057,150,Deadlift,90.3,1,15,14.5,13,Normal,56.0
2025-11-15,45,175.0,86.1,72,7.1,3,5,4,7,1014,98.9,34.9,53.2,173,292,150,Overhead Press,34.1,3,9,8.4,8,Normal,55.5
2025-11-16,22,177.7,70.7,108,7.0,2,2,2,2,1022,136.9,38.8,35.5,117,170,250,Squat,113.4,2,11,11.2,12,Normal,72.5
2025-11-17,20,179.6,72.0,43,8.2,3,5,4,3,255,24.5,25.1,6.3,77,628,300,Deadlift,87.7,3,14,12.4,11,Normal,53.2
2025-11-18,44,176.3,84.6,79,6.4,3,4,5,1,950,105.3,46.5,38.1,345,1478,200,Barbell Row,47.5,2,11,11.9,11,Normal,44.6
2025-11-19,45,171.4,53.2,84,6.8,3,1,1,4,345,41.3,41.6,5.0,60,769,100,Lat Pulldown,61.4,2,9,12.0,12,Normal,72.4
2025-11-20,22,172.0,98.4,100,5.8,3,3,1,7,938,85.0,28.7,53.7,341,1231,0,Overhead Press,39.8,5,11,12.4,10,Below Normal,56.2
2025-11-21,29,167.6,78.6,117,8.6,3,1,3,3,1000,97.3,48.5,46.3,58,618,300,Squat,111.0,5,7,9.1,7,Below Normal,68.6
2025-11-22,35,178.8,93.9,74,7.4,3,5,2,2,557,58.2,35.3,20.3,52,533,150,Barbell Row,54.6,2,15,14.7,14,Normal,44.2
2025-11-23,23,174.2,60.9,70,6.2,4,4,4,3,414,39.5,20.4,19.4,327,1237,50,Squat,96.8,1,9,10.2,9,Normal,47.8
2025-11-24,27,169.0,63.1,105,6.9,2,5,3,7,857,125.0,40.3,21.8,342,759,150,Squat,104.6,5,11,9.9,8,Below Normal,50.5
2025-11-25,29,169.0,59.7,83,7.6,4,4,5,4,308,32.5,38.6,5.0,325,1125,100,Barbell Row,43.3,4,15,13.9,13,Normal,50.4
2025-11-26,35,164.1,79.5,44,6.7,4,2,2,5,743,88.3,49.4,21.4,284,1117,80,Deadlift,101.6,3,8,8.9,9,Normal,73.4
2025-11-27,26,183.8,76.9,76,6.4,3,3,2,6,532,79.7,47.5,5.0,187,1118,100,Lat Pulldown,54.0,4,10,11.3,9,Below Normal,51.3
2025-11-28,29,175.7,69.5,66,6.3,2,5,1,6,611,75.1,33.4,19.7,56,1047,250,Overhead Press,45.6,2,9,8.7,8,Normal,58.9
2025-11-29,26,167.2,61.8,28,7.4,3,1,2,5,952,107.8,27.9,45.5,221,1234,50,Overhead Press,34.2,3,18,16.8,16,Normal,68.1
2025-11-30,39,182.3,58.3,62,6.6,3,5,2,4,1095,159.4,35.0,35.3,197,748,300,Squat,94.1,2,13,16.3,15,Normal,50.7
2025-12-01,22,170.0,75.3,75,6.5,2,3,4,4,592,60.0,40.4,21.2,270,524,0,Squat,83.4,4,11,10.2,11,Normal,39.8
2025-12-02,24,162.3,69.5,109,5.5,1,3,2,2,497,49.1,42.3,14.6,31,817,50,Squat,94.0,1,9,11.8,11,Normal,44.6
2025-12-03,24,184.2,66.4,70,7.1,4,4,2,3,960,116.1,39.5,37.5,46,554,200,Bench Press,64.3,3,10,10.5,8,Below Normal,55.3
2025-12-04,43,170.2,97.7,20,6.8,3,1,2,6,601,68.6,33.6,21.4,220,160,50,Barbell Row,45.0,5,11,9.6,9,Normal,54.8
2025-12-05,44,171.3,74.8,119,6.6,2,1,3,1,420,57.7,50.0,5.0,311,606,250,Squat,124.9,1,15,10.8,11,Normal,55.3
2025-12-06,32,175.4,93.8,70,7.2,4,1,4,6,1018,91.7,24.9,61.3,338,801,200,Overhead Press,38.9,1,10,10.4,11,Normal,67.2
2025-12-07,22,185.3,68.5,35,7.8,4,4,5,4,1093,137.8,72.2,28.1,213,829,100,Lat Pulldown,39.7,5,5,6.7,4,Below Normal,48.8
2025-12-08,39,175.2,79.4,91,7.8,5,1,1,3,495,65.3,46.4,5.4,145,576,100,Lat Pulldown,53.5,5,10,11.2,14,Above Normal,93.2
2025-12-09,31,164.2,75.2,47,7.6,4,4,5,1,384,56.9,18.1,9.3,180,1116,300,Deadlift,110.0,3,10,10.4,8,Below Normal,48.2
2025-12-10,41,179.9,52.2,45,6.7,4,1,2,6,379,36.6,37.8,9.0,193,499,250,Deadlift,95.7,1,10,11.3,12,Normal,67.7
2025-12-11,28,170.6,96.0,101,6.4,3,4,5,1,759,78.1,46.6,28.9,231,1007,200,Barbell Row,65.5,3,9,10.3,7,Below Normal,36.2
2025-12-12,45,192.0,74.1,105,5.9,3,5,1,4,513,74.8,29.8,10.5,97,477,50,Overhead Press,51.3,2,9,9.6,10,Normal,57.9
2025-12-13,40,175.0,86.4,63,6.3,2,3,4,2,780,99.0,12.6,37.1,152,1482,150,Lat Pulldown,47.1,3,13,12.7,13,Normal,56.3
2025-12-14,24,154.9,65.5,45,7.0,3,2,5,7,896,80.5,19.4,55.2,204,1009,0,Barbell Row,39.0,1,12,11.8,14,Above Normal,54.6
2025-12-15,38,178.2,73.7,104,6.1,3,3,1,2,254,23.5,43.1,5.0,310,880,80,Lat Pulldown,56.0,5,13,14.0,13,Normal,58.5
2025-12-16,26,192.5,63.9,21,7.1,3,4,4,6,981,134.0,8.7,45.6,293,701,200,Bench Press,52.7,4,11,11.7,9,Below Normal,47.5
2025-12-17,27,189.2,93.3,90,5.9,3,4,1,5,274,33.7,13.3,9.6,277,1159,100,Overhead Press,41.7,4,9,10.0,12,Above Normal,57.1
2025-12-18,25,191.5,80.4,71,5.2,3,4,5,1,347,42.6,43.1,5.0,93,696,300,Bench Press,52.6,3,11,12.0,11,Normal,45.2
2025-12-19,37,165.8,81.1,103,7.9,4,3,4,6,866,123.4,31.7,27.3,158,1225,300,Overhead Press,50.7,2,4,5.5,5,Normal,75.5
2025-12-20,25,183.2,95.0,51,6.5,3,4,5,7,779,79.9,24.6,40.1,208,323,0,Barbell Row,55.8,5,17,15.8,14,Below Normal,31.1
2025-12-21,35,168.5,92.2,100,6.1,2,2,5,2,1082,105.5,27.6,61.1,349,1249,300,Deadlift,128.6,2,11,11.2,11,Normal,39.1
2025-12-22,34,177.0,86.7,2,5.8,3,2,2,7,732,92.1,12.9,34.7,140,1447,250,Deadlift,81.8,2,13,16.0,16,Normal,68.6
2025-12-23,39,163.5,56.1,91,7.5,4,5,3,6,604,86.2,42.3,10.0,333,439,0,Bench Press,59.2,5,10,8.3,8,Normal,51.5
2025-12-24,45,169.2,66.3,9,8.5,3,3,4,6,819,85.2,22.9,43.0,275,413,100,Barbell Row,45.9,1,8,7.7,9,Normal,50.3
2025-12-25,18,168.9,61.9,78,6.6,3,5,1,3,898,116.8,27.0,35.9,236,1437,300,Bench Press,73.9,1,9,11.4,12,Normal,58.7
2025-12-26,45,183.1,86.2,24,6.8,2,4,2,1,821,79.7,40.2,37.9,259,668,0,Bench Press,59.1,4,11,11.4,9,Below Normal,54.5
2025-12-27,21,182.2,78.4,116,8.2,4,3,1,4,565,55.5,31.2,24.2,290,1074,0,Squat,115.7,2,10,11.3,14,Above Normal,74.1
2025-12-28,32,177.5,56.5,93,5.0,2,3,5,6,1066,153.3,24.4,39.5,258,366,150,Bench Press,75.0,3,12,11.0,11,Normal,26.3
2025-12-29,27,162.8,73.4,13,9.2,4,4,2,5,506,48.0,5.2,32.6,249,698,300,Deadlift,65.7,3,8,8.9,10,Normal,75.9
2025-12-30,35,172.2,55.1,108,9.7,5,1,3,5,544,48.4,40.5,20.9,148,1085,80,Deadlift,126.3,5,7,6.8,8,Normal,100.0
2025-12-31,38,168.3,75.3,31,4.0,1,3,3,6,486,66.1,36.2,8.5,165,1353,250,Squat,66.1,4,11,11.2,10,Normal,46.0
2026-01-01,42,182.8,52.8,66,6.9,4,4,2,3,505,55.6,27.2,19.3,224,711,200,Bench Press,73.1,3,5,7.3,6,Normal,63.6
2026-01-02,29,185.6,83.4,11,6.2,4,1,4,1,431,48.4,19.4,17.8,307,205,50,Bench Press,55.1,3,9,7.1,6,Normal,48.7
2026-01-03,44,184.5,81.3,13,6.7,4,1,5,7,744,102.3,35.2,21.6,242,679,80,Deadlift,73.5,4,11,9.5,7,Below Normal,60.4
2026-01-04,27,168.2,102.7,29,6.5,3,1,3,5,870,85.9,42.2,39.7,356,1000,150,Bench Press,53.1,2,10,11.6,13,Normal,61.5
2026-01-05,23,150.3,87.9,65,7.9,3,3,5,4,615,78.8,36.5,17.1,252,1326,100,Lat Pulldown,55.0,1,16,15.5,17,Above Normal,46.3
2026-01-06,28,159.1,70.1,66,6.9,2,2,1,5,1035,110.8,59.6,39.3,158,1268,50,Squat,97.2,3,14,12.9,13,Normal,92.7
2026-01-07,32,187.8,87.5,103,6.0,2,3,5,6,653,61.4,45.6,25.0,216,1164,50,Squat,81.2,5,14,14.1,12,Below Normal,31.1
2026-01-08,36,171.4,56.4,20,6.8,2,1,1,6,647,84.4,33.4,19.5,232,331,150,Deadlift,63.3,1,14,12.1,14,Above Normal,65.8
2026-01-09,41,168.2,62.5,90,7.6,3,2,1,5,308,33.1,46.1,5.0,315,828,250,Deadlift,118.8,1,16,11.4,14,Above Normal,70.5
2026-01-10,24,189.8,80.7,1,5.7,2,1,1,6,1018,144.2,35.7,33.2,107,907,100,Bench Press,31.9,5,17,16.8,17,Normal,80.2
2026-01-11,26,186.4,45.8,35,5.2,2,5,2,3,376,54.5,35.7,5.0,104,756,300,Bench Press,56.0,5,6,7.2,3,Below Normal,42.7
2026-01-12,44,175.2,75.5,22,9.2,4,3,5,5,389,54.7,54.4,5.0,88,1393,200,Barbell Row,50.9,1,8,9.5,10,Normal,70.2
2026-01-13,30,172.4,61.7,15,6.3,2,1,2,7,1046,112.6,21.5,56.6,39,1444,100,Bench Press,56.9,2,6,9.7,9,Normal,67.6
2026-01-14,24,173.8,77.4,71,6.8,2,3,4,2,692,70.8,35.3,29.7,250,394,200,Deadlift,101.4,4,15,12.7,12,Normal,43.2
2026-01-15,45,177.0,60.9,109,6.6,3,5,3,4,308,44.1,52.8,5.0,348,1440,100,Deadlift,129.4,4,8,8.1,5,Below Normal,45.7
2026-01-16,30,189.4,81.9,81,7.6,3,5,1,5,625,72.4,39.6,19.7,229,1285,250,Squat,100.7,4,14,12.4,13,Normal,62.7
2026-01-17,45,178.8,76.3,103,9.0,5,5,3,4,752,99.1,29.5,26.4,40,1087,300,Deadlift,106.7,5,14,11.9,13,Normal,60.5
2026-01-18,43,181.5,95.6,71,7.6,3,3,2,7,258,35.9,9.4,8.5,144,634,250,Lat Pulldown,60.8,3,11,12.5,13,Normal,77.4
2026-01-19,43,185.5,76.1,7,5.3,1,2,2,3,892,93.5,5.0,55.3,327,1164,50,Lat Pulldown,41.4,5,11,12.5,10,Below Normal,55.0
2026-01-20,34,164.5,65.2,42,5.5,3,2,3,2,818,77.7,66.1,27.0,37,921,0,Squat,73.0,3,17,14.3,17,Above Normal,51.2
2026-01-21,40,181.8,72.5,99,6.6,3,2,4,1,260,32.9,39.6,5.0,228,1359,250,Squat,101.8,3,10,10.4,8,Below Normal,48.6
2026-01-22,44,172.3,57.2,6,6.7,3,5,3,6,776,96.5,26.2,31.7,170,1096,250,Squat,64.2,4,11,11.8,11,Normal,54.5
2026-01-23,25,152.4,81.7,12,5.1,1,1,2,5,439,45.8,40.2,10.6,333,1450,150,Deadlift,90.2,3,7,8.7,8,Normal,55.6
2026-01-24,19,155.8,84.3,101,7.9,5,5,4,5,874,108.4,20.8,39.7,194,687,50,Lat Pulldown,59.0,4,8,8.1,9,Normal,55.6
2026-01-25,26,165.8,110.6,8,5.8,2,5,4,4,570,78.0,30.0,15.3,212,215,300,Squat,67.8,5,17,14.9,13,Below Normal,26.8
2026-01-26,35,179.8,67.3,116,8.6,4,5,2,3,422,46.2,20.9,17.1,266,789,100,Squat,98.6,5,9,8.5,8,Normal,55.0
2026-01-27,33,176.0,72.3,92,9.0,4,4,5,7,681,69.9,13.8,38.5,299,1497,80,Barbell Row,57.7,3,12,12.1,13,Normal,65.6
2026-01-28,20,176.7,67.9,80,6.7,3,5,5,5,627,83.3,5.0,30.4,195,1017,80,Bench Press,68.5,1,14,11.8,11,Normal,43.1
2026-01-29,33,192.6,79.0,65,7.5,5,1,4,7,540,73.8,11.0,22.3,265,1084,80,Deadlift,95.3,4,16,13.4,13,Normal,71.1
2026-01-30,22,163.6,81.3,11,5.6,3,5,2,6,997,146.7,50.3,23.2,294,976,80,Lat Pulldown,45.0,2,7,6.4,6,Normal,54.1
2026-01-31,32,174.8,75.3,50,7.7,3,3,2,6,802,77.6,20.2,45.6,199,930,80,Bench Press,63.2,2,17,12.7,16,Above Normal,69.0
2026-02-01,34,177.7,91.2,97,6.5,4,5,3,4,664,95.0,43.0,12.4,264,185,200,Bench Press,65.2,5,10,10.4,8,Below Normal,37.6
2026-02-02,35,168.4,67.4,109,5.8,2,1,1,2,442,59.8,49.3,5.0,143,678,0,Bench Press,76.9,3,11,9.0,10,Normal,75.2
2026-02-03,29,175.3,89.8,54,6.7,3,5,2,5,733,96.3,35.2,23.0,141,221,80,Barbell Row,50.4,4,9,9.9,10,Normal,58.2
2026-02-04,29,160.6,83.5,101,6.5,2,3,1,6,271,29.0,30.5,5.0,20,571,50,Bench Press,58.8,2,14,13.1,10,Below Normal,49.1
2026-02-05,37,187.7,75.8,94,6.6,2,1,1,4,1002,89.1,37.0,55.3,248,1108,200,Bench Press,65.9,4,12,12.3,10,Below Normal,65.9
2026-02-06,38,168.9,71.6,7,8.0,4,3,4,1,251,29.9,28.8,5.0,105,1226,300,Bench Press,47.1,4,11,10.2,7,Below Normal,69.4
2026-02-07,40,193.3,110.0,75,6.1,3,1,1,7,844,88.9,53.1,30.7,297,413,250,Bench Press,69.9,5,11,7.7,9,Normal,67.1
2026-02-08,27,174.7,64.6,74,8.9,3,1,3,6,544,57.5,63.1,6.8,344,1016,50,Overhead Press,41.1,1,9,7.8,9,Normal,75.9
2026-02-09,29,184.3,80.2,66,5.5,3,3,3,3,861,125.2,56.7,14.8,318,417,150,Squat,97.3,3,13,12.4,13,Normal,48.2
2026-02-10,27,174.5,65.5,93,8.8,3,5,1,4,557,54.1,5.0,35.6,113,381,0,Overhead Press,38.4,3,6,7.3,7,Normal,61.3
2026-02-11,32,174.7,101.0,107,5.9,3,1,5,1,272,39.7,28.4,5.0,242,1444,100,Overhead Press,43.8,3,10,10.2,10,Normal,50.4
2026-02-12,21,169.7,88.4,67,7.0,3,2,5,7,1057,125.8,35.1,45.9,276,954,80,Lat Pulldown,64.5,5,16,17.2,15,Below Normal,54.0
2026-02-13,30,176.1,66.5,39,6.5,2,2,4,2,901,126.0,41.9,25.5,192,376,150,Bench Press,43.1,1,13,11.6,12,Normal,47.7
2026-02-14,23,177.9,83.2,118,6.6,3,3,4,3,288,30.3,9.1,14.5,193,297,100,Barbell Row,67.6,3,14,12.4,12,Normal,51.4
2026-02-15,32,167.9,79.6,116,7.9,3,1,2,3,277,35.2,8.8,11.2,169,169,200,Overhead Press,41.2,2,8,7.8,9,Normal,76.5
2026-02-16,41,173.9,68.8,83,8.6,5,4,5,2,701,85.7,54.6,15.5,125,796,150,Bench Press,66.4,5,10,7.4,10,Above Normal,71.7
2026-02-17,45,169.5,86.6,77,8.3,4,3,4,5,1064,154.6,26.6,37.7,215,241,300,Lat Pulldown,53.2,2,15,12.5,12,Normal,70.5
2026-02-18,30,195.7,81.5,13,6.6,3,5,3,7,741,73.1,12.7,44.2,357,917,0,Barbell Row,48.5,2,10,9.8,9,Normal,45.2
2026-02-19,19,174.2,79.0,49,7.2,4,2,4,6,259,26.0,18.4,9.0,94,707,300,Squat,83.9,1,14,13.4,14,Normal,60.8
2026-02-20,24,188.9,75.4,24,6.1,2,3,5,4,845,124.1,40.9,20.6,36,990,250,Barbell Row,40.5,3,10,10.9,9,Below Normal,39.3
2026-02-21,20,173.2,82.0,62,5.9,1,1,4,1,614,57.5,22.7,32.6,39,390,200,Deadlift,98.0,1,19,19.4,18,Normal,36.9
2026-02-22,39,177.3,79.2,100,5.7,3,5,1,7,793,100.8,38.6,26.2,218,303,250,Overhead Press,44.7,3,8,9.3,7,Below Normal,37.7
2026-02-23,45,163.1,76.8,27,6.5,2,5,2,2,548,50.0,20.3,29.6,112,241,0,Barbell Row,53.1,2,11,11.5,13,Above Normal,48.0
2026-02-24,33,171.0,67.0,120,7.3,2,2,1,7,256,23.6,8.8,14.0,177,233,50,Squat,139.5,3,8,8.5,8,Normal,59.5
2026-02-25,22,176.9,99.7,16,4.9,3,3,2,3,265,33.1,56.4,5.0,344,201,0,Lat Pulldown,45.7,4,11,13.3,14,Normal,41.8
2026-02-26,18,189.3,61.3,12,6.9,3,5,5,4,787,96.0,41.0,26.6,46,462,250,Squat,59.3,4,13,11.9,11,Normal,34.9
2026-02-27,45,177.0,82.0,117,8.7,3,2,1,4,790,97.4,30.0,31.2,79,1221,80,Lat Pulldown,64.6,1,10,8.3,11,Above Normal,92.3
2026-02-28,26,187.5,71.5,13,8.2,3,2,5,4,524,61.4,27.2,18.8,93,950,80,Overhead Press,30.8,1,10,10.0,11,Normal,64.4
2026-03-01,21,180.8,100.6,89,6.4,2,2,2,2,320,42.8,57.0,5.0,175,450,150,Squat,90.4,2,10,14.2,14,Normal,67.0
2026-03-02,22,189.6,63.4,92,5.5,4,4,3,4,907,135.6,43.9,21.0,256,1405,100,Deadlift,125.9,3,13,13.9,15,Normal,61.5
2026-03-03,25,174.5,65.7,40,7.5,4,2,3,3,378,39.6,52.2,5.0,82,1166,200,Squat,56.7,5,5,7.2,5,Below Normal,74.7
2026-03-04,36,196.5,62.4,8,4.5,1,1,1,6,410,44.2,26.2,14.3,56,1191,300,Bench Press,50.8,1,9,9.6,7,Below Normal,45.7
2026-03-05,42,170.6,80.5,38,8.2,4,1,1,4,634,68.3,35.8,24.2,49,1358,80,Bench Press,52.6,1,17,15.3,18,Above Normal,90.3
2026-03-06,25,168.1,56.8,9,6.8,2,5,2,7,859,116.1,41.0,25.6,293,1144,300,Squat,65.5,4,7,10.3,9,Normal,45.8
2026-03-07,37,164.1,69.3,81,9.0,3,5,1,3,1096,119.7,26.7,56.7,30,1440,150,Bench Press,79.3,5,10,11.2,10,Normal,66.2
2026-03-08,19,196.0,45.9,107,5.1,2,5,4,3,782,101.5,33.6,26.8,233,562,100,Bench Press,63.2,5,15,13.3,12,Normal,31.1
2026-03-09,18,182.4,79.4,120,8.0,4,2,3,1,1067,123.1,26.2,52.2,217,1299,300,Lat Pulldown,68.2,3,6,7.4,8,Normal,78.4
2026-03-10,19,172.0,69.0,97,6.9,3,3,5,6,805,101.0,41.0,26.3,54,256,100,Lat Pulldown,66.5,1,7,8.4,6,Below Normal,39.5
2026-03-11,43,186.2,55.2,93,6.6,3,3,5,1,971,135.3,15.2,41.0,208,520,50,Lat Pulldown,61.0,3,13,9.9,10,Normal,47.2
2026-03-12,34,181.2,91.2,106,5.5,2,3,2,2,399,47.7,43.6,5.0,117,1349,80,Squat,82.8,3,14,13.8,15,Normal,56.4
2026-03-13,40,192.7,57.7,93,7.7,3,1,5,7,297,34.8,39.7,5.0,195,286,250,Barbell Row,75.8,3,15,13.3,13,Normal,51.9
2026-03-14,18,161.1,87.2,79,7.7,3,3,1,5,819,85.3,32.0,38.9,66,801,150,Overhead Press,40.1,3,13,12.5,12,Normal,84.1
2026-03-15,18,172.6,66.2,120,9.0,4,1,3,4,1079,129.2,41.7,43.9,247,577,150,Bench Press,73.1,3,11,10.4,11,Normal,78.2
2026-03-16,41,170.8,98.4,39,8.1,4,2,4,6,877,91.1,29.5,43.8,291,240,200,Bench Press,54.0,4,15,13.6,14,Normal,54.4
2026-03-17,20,157.2,86.5,50,6.3,3,2,3,6,542,76.0,24.9,15.4,21,430,50,Lat Pulldown,47.7,1,13,10.4,13,Above Normal,44.8
2026-03-18,22,184.5,61.9,109,5.9,3,4,4,7,666,74.5,43.2,21.7,201,849,0,Bench Press,64.3,1,10,12.2,9,Below Normal,42.8
2026-03-19,32,172.6,63.2,38,5.5,1,5,5,5,345,33.0,43.8,5.0,240,983,100,Deadlift,96.3,1,13,13.0,11,Below Normal,14.4
2026-03-20,34,181.7,84.5,36,8.6,3,4,3,4,539,55.2,27.4,23.2,20,1046,300,Barbell Row,47.3,3,15,15.0,13,Below Normal,58.9
2026-03-21,24,196.2,72.3,19,6.1,3,3,2,1,831,100.5,26.1,36.1,266,284,50,Bench Press,54.7,3,10,10.6,11,Normal,56.6
2026-03-22,30,171.8,73.6,34,8.6,5,3,3,3,391,56.6,32.3,5.0,205,548,200,Bench Press,58.1,4,11,9.8,10,Normal,64.7
2026-03-23,36,171.2,93.8,72,7.6,3,3,5,5,659,70.0,26.7,30.2,124,245,300,Barbell Row,71.7,3,14,14.0,13,Normal,47.5
2026-03-24,30,176.1,65.5,107,7.4,3,1,5,2,496,51.6,57.9,6.4,184,112,0,Overhead Press,44.7,3,17,14.2,15,Normal,48.4
2026-03-25,28,183.9,77.3,17,6.7,3,5,5,5,667,75.3,39.7,23.0,252,647,50,Bench Press,45.3,5,11,9.4,8,Normal,30.2
2026-03-26,20,169.9,89.4,82,7.7,2,5,2,1,900,133.2,35.2,25.2,239,970,250,Barbell Row,51.5,4,10,8.0,7,Normal,53.7
2026-03-27,30,169.3,87.3,92,7.0,4,2,2,1,1003,140.7,21.0,39.6,284,619,0,Barbell Row,82.1,4,12,13.8,11,Below Normal,67.0
2026-03-28,40,184.5,73.8,108,6.6,3,1,3,3,598,57.9,46.1,20.2,31,156,200,Overhead Press,49.7,2,5,6.6,8,Normal,59.8
2026-03-29,35,178.4,72.0,91,7.8,3,1,3,2,953,119.9,25.8,41.1,288,408,250,Overhead Press,39.6,1,5,6.5,8,Normal,75.1
2026-03-30,43,156.6,51.7,19,6.8,3,4,4,7,848,116.2,25.2,31.4,32,706,80,Squat,84.4,5,12,10.1,9,Normal,47.2
2026-03-31,21,164.0,61.2,59,6.1,2,1,5,3,1034,140.1,46.6,31.9,241,598,80,Bench Press,71.5,3,9,10.8,8,Below Normal,43.9
2026-04-01,18,188.5,80.5,115,7.7,4,1,3,3,879,103.8,40.8,33.4,139,1255,150,Overhead Press,39.5,1,6,7.9,11,Above Normal,90.5
2026-04-02,33,178.6,74.1,110,6.9,3,4,2,3,718,95.7,5.0,35.0,41,937,150,Squat,94.8,3,9,11.1,12,Normal,50.5
2026-04-03,23,168.1,77.0,74,7.5,3,1,5,3,823,102.0,32.6,31.6,254,1499,250,Overhead Press,39.7,1,15,11.2,13,Above Normal,62.2
2026-04-04,34,173.5,90.5,116,6.5,3,1,3,7,520,52.0,36.9,18.3,208,345,150,Lat Pulldown,56.7,5,9,9.3,8,Normal,54.1
2026-04-05,43,175.1,59.4,81,5.7,2,1,4,6,823,74.9,29.9,44.9,247,618,300,Bench Press,66.7,3,16,15.6,13,Below Normal,49.4
2026-04-06,27,181.6,72.7,8,8.9,4,4,1,2,853,94.3,37.4,36.2,148,222,50,Overhead Press,31.8,4,10,11.6,11,Normal,86.6
2026-04-07,33,162.8,78.6,110,8.7,4,2,3,2,769,70.3,7.9,50.7,114,128,80,Squat,87.1,3,15,13.3,13,Normal,68.9
2026-04-08,37,167.4,66.1,21,8.0,2,2,3,1,337,37.8,5.0,18.4,233,1394,50,Barbell Row,48.9,1,4,6.9,7,Normal,61.0
2026-04-09,22,177.5,96.0,46,6.6,3,4,1,2,691,96.3,20.4,24.9,93,790,200,Squat,91.5,4,5,6.8,6,Normal,67.1
2026-04-10,43,174.1,88.7,29,6.7,3,1,2,5,854,119.8,39.2,24.2,296,1024,0,Overhead Press,34.4,4,11,11.7,12,Normal,68.3
2026-04-11,23,180.1,80.1,87,8.5,4,3,4,7,418,37.5,5.0,27.6,252,487,250,Overhead Press,42.1,2,15,15.1,14,Normal,58.6
2026-04-12,40,163.9,101.1,4,6.6,3,3,1,4,920,84.5,22.3,54.8,360,172,250,Deadlift,72.5,4,7,8.0,6,Below Normal,56.1
2026-04-13,36,178.2,55.0,77,6.3,3,4,1,1,967,125.1,6.2,49.1,29,1350,300,Overhead Press,44.9,2,13,10.9,11,Normal,62.9
2026-04-14,21,184.8,75.9,104,9.1,5,4,1,1,708,84.1,31.4,27.3,219,1022,300,Lat Pulldown,53.5,4,8,7.4,8,Normal,84.5
2026-04-15,38,179.4,81.1,95,6.9,2,4,1,3,1070,103.6,64.4,44.2,209,1096,0,Overhead Press,45.1,4,8,8.7,6,Below Normal,66.7
2026-04-16,23,176.3,63.2,37,8.9,4,2,3,2,980,135.1,31.7,34.8,312,847,200,Lat Pulldown,47.1,1,12,11.0,13,Above Normal,79.4
2026-04-17,34,174.1,80.2,108,5.5,3,1,3,5,646,65.3,33.4,27.9,164,666,150,Barbell Row,78.3,2,9,9.3,9,Normal,63.2
2026-04-18,44,167.5,60.5,44,7.6,4,3,4,1,1002,92.6,47.6,49.0,339,691,200,Deadlift,90.4,1,6,7.2,7,Normal,52.1
2026-04-19,44,174.4,85.7,82,9.3,5,1,3,2,1044,140.3,35.3,38.0,101,1167,250,Deadlift,107.7,4,9,7.2,7,Normal,100.0
2026-04-20,42,186.3,90.8,61,7.0,5,3,3,4,342,42.9,31.8,5.0,311,418,150,Bench Press,52.8,2,2,5.8,6,Normal,59.2
2026-04-21,31,173.9,79.8,9,6.7,3,4,5,2,1099,123.3,48.9,45.6,197,578,0,Lat Pulldown,42.7,4,13,11.7,10,Below Normal,39.2
2026-04-22,33,167.0,50.1,1,5.7,3,5,2,3,254,33.2,42.1,5.0,341,530,250,Deadlift,73.5,3,11,12.0,11,Normal,40.0
2026-04-23,26,170.6,62.5,22,8.2,3,4,4,2,663,95.8,39.3,13.6,94,830,100,Deadlift,78.1,1,11,12.0,10,Below Normal,65.1
2026-04-24,43,176.8,83.9,113,6.2,2,5,1,1,1048,93.9,32.9,60.1,108,1455,100,Bench Press,69.1,5,11,8.2,7,Normal,66.7
2026-04-25,31,171.6,76.3,115,6.9,3,3,5,3,866,109.7,29.8,34.2,212,1392,150,Barbell Row,75.3,4,12,13.0,11,Below Normal,55.1
2026-04-26,39,179.4,45.0,50,5.6,3,3,2,3,477,48.2,48.8,9.9,208,863,300,Deadlift,86.7,2,14,12.3,14,Above Normal,56.7
2026-04-27,28,179.7,93.4,117,8.7,4,2,2,7,797,93.4,30.0,33.7,70,380,150,Lat Pulldown,57.4,5,11,10.5,11,Normal,84.3
2026-04-28,38,183.0,77.9,6,8.3,4,4,1,7,432,49.2,53.5,5.0,242,1417,50,Bench Press,52.2,4,11,10.1,11,Normal,81.4
2026-04-29,24,187.8,64.5,117,7.0,3,5,3,4,451,50.5,19.3,19.1,158,538,200,Barbell Row,69.8,5,9,8.9,6,Below Normal,56.9
2026-04-30,38,184.0,89.9,28,5.7,2,2,2,3,1025,101.9,56.5,43.5,71,599,200,Bench Press,59.2,1,11,11.0,10,Normal,62.7
